text,label
ölümlerden ölüm beğenin        ölümlerden ölüm beğenin   yazının haziran ayında yıllık tatilimi yapmak amacıyla; berk hotel&#  ;e gittim &#  ;yaşıyor&#  ; olarak döndüğüm için mutluyum hotel çok gösterişli bu özelliği ilgimi çekmişti zaten ama içi boş&#  ;bana küçük otelden yer verdiler yaşadığım olaylara gelirsek:otelde akşam yemekleri dahil hiçbir öğünde garsonlar içecek servisi yapmıyor daha doğrusu garson yok &#  ;	otelde tadilat vardı dört yıldıza sahip otelde lokantanın bahçesine iskeleler kurulmuş boya yapılıyordu artık kafanıza inşaat malzemesi düşer de mi ölürsünüz bilmem &#  ;	asansörü kullanırken içende kaldık hani asansörlerde olur ya bir tane zil işareti ona bastık ama kimse kurtarmadı sağolsun etraftan geçenler de(gölgelerini gördük içerden) yardımcı olmadı kendi becerilerimizle   dakika da kurtulduk &#  ;	duş aldığınız sular normal su değil duştan sarı bir su akıyor artık o su başka nerelerde kullanılıyor orasını allah bilir &#  ;	yiyecek hiç bir yemek olmadığı için salata alıyordum tabii onun için de sinek çıkınca artık iyice aç kaldım &#  ;	arkadaş edindiğim bir Türk kadın vardı( &#  ;Türk&#  ; diyorum çünkü; otelde iki üç aile vardı Türk olan gerisi bulgar idi ) bir hastalığından dolayı saat başı yemek yemesi gerekiyordu bu yüzden odasına yemek çıkarmak için çok bilgili( ) şeften hastalığı da belirterek izin istedi ve şef ona şu cevabı verdi: &#  ;bu otelde aç kalmazsınız &#  ; &#  ;	bir tane barları var otelde orda bir barmen var biraz toplu bir barmen  içecekleri koydukları cam bardakları kafanızda kırabilir &#  ;şak&#  ; diye bara vura vura veriyor yani; cam kırıklarından bir yeriniz kanamasın dikkat edin &#  ;	aynı gün kumsala giderken her şey dahil bilekliğini çıkartmıştım çünkü; denize girdiğimde vücuduma aşırı zarar veriyor( havuz çok küçük olduğu için havuza bir kez girdim ) otele döndüğümde aynı barmen bizi yoldan çevirdi ve bilekliksiz girilemeyeceğini söyledi bunda sonuna kadar haklı ama sorun şu ki; bunun üzerine kapıda &#  ;velinimet&#  ; olan bizlere fırça çekti bilekleri çıkartmamamız gerektiğini söyledi yani dikkat edin de size kafa göz dalmasınlar &#  ;	saygısızlık diz boyu  bir müşteri varken onun önünde(yanına gelip oturduğu yerler) elektrik süpürgesi ile süpürülmez artık saygısızlıktan dolayı kahrınızdan&#  ;&#  ;	otelin içinde birkaç tabela var ve tabelaların birinde &#  ;şok havuzu&#  ; yazıyor otel büyük olduğu için görmemiş olabiliriz diye görevlilere sorduk öyle bir havuz olduğundan haberleri yok  &#  ;	hee bir de müdür var seyrek saçlı kot pantolon giyen gömleğin yakası başı açılmış bir şekilde kafasında güneş gözlüğü ile dolaşan bir bey&#  ; beş çayının yapıldığı yerler çok sıcak olduğu için tabağımızı alıp içeri geçmiştik koltuklara oturduk ve o bilmiş müdür bize gelerek &#  ;buralarda yemeyin şey oluyor burada yiyince&#  ; dedi karşılık olarak &#  ;ne oluyor &#  ; dediğimizde çok bozuldu yemek yiyebileceğimiz serin bir yer sorduk ve &#  ;kimse bize burada yemeyin &#  ; dememişti diye söyledik &#  ;bize karşılık olarak: &#  ;ben müdürüm kuralları ben koyarım burada &#  ; dedi  tabii o dört yıldızlık harika( ) otellerinde ofislerinde sigara içerken rahat rahat içiyorlardı bilmiş müdürün galiba devlet kurallarına da gücü yetiyor &#  ;	bir gün plajdan gelirken ayağımızdaki kumu havlularla sildik çünkü; ayak yıkama yeri otelin öbür tarafında  bu şekilde içeri girerken o müdür bizi gördü bir şey demedi baktı hatta sırıttı anahtarı aldık ve odaya çıkarken peşimizden geldi bizi zorlayarak  büyük otele yürüttü ayaklarımızı yıkattı ve öyle çıkarttı hani bizler deriz ya; &#  ;niyet ettim allah rızası ile&#  ; &#  ; diye&#  ; burda da bu geçerli müdürün rızası ile oluyor her şey&#  ;&#  ;	bu arada; yataktan sinek çıktı dikkat edin pislikten ölmeyin &#  ;	komiler başınızda bekliyor tabağı almak için yani benden söylemesi: kafanıza inşaat malzemesi düşer beyin kanamasından ölebilirsiniz fırça atarlar sinirden ölebilirsiniz açlıktan ölebilirsiniz asansörde havasızlıktan ölebilirsiniz kafanıza bardak atarlar ölebilirsiniz canınızı seviyorsanız ve siz de benim gibi bütün kış çalışan yılda anca bir iki hafta tatile gidebilen tipik bir Türk vatandaşıysanız paranızın boşa gitmesini istemiyorsanız  yine de karar sizin,Negative
Gemi çinko sülfat çözeltisi ile neredeyse tepeye kadar dolduruldu .,Notr
Havuç ve çoğu başka sebze ve meyvelerin turuncu renginden sorumludur .,Notr
bebeğim 1 aylıkken birde sütüm kesildi. bebeğimin doktoru ilk muaynemizde bu ürünü reçeteye yazmıştı. ev hazır olduğu için benim kurtarıcım oldu. şi̇mdi işe başladım ve bebeğim 4 aylık yine biraz süt konusunda problem yaşıyorum tekrar başladım. şuan kampanya da olduğu için bu üründe stok yapmayı düşünüyorum. i̇htiyacı olanlar kaçırmasın bu fırsatı,Positive
"kısa sürede ürün elimize ulaştı biraz fazla ses çıkarması dışında herhangi bir problem yok, çekiş gücü iyi, su haznesi rahatlıkla temizleniyor, koku problemi yok, tavsiye edebileceğim bir ürün.",Positive
 filmden çıkalı birkaç saat olmasına rağmen hala etkisindeyim ben buna 3 sefer daha yaparım ,Positive
eşim icin aldık çok memnunuz. gerçekten kaliteli ve sorunsuz bir cihaz. hızlı kargo ve güvenli alışveriş için teşekkürler hepsiburada.com,Positive
Evli ve üç kız çocuk babasıdır .,Notr
cok güzel bir koku kendımı rahat   ve  hıssedıyorum kullandıgım zamanlarda..kalıcılık konusunda  bı lancome ya da  cacaharel gıbı olmasa da ıyı sayılır:),Positive
ürünü boyun düzleşmesi tespit edildi o yüzden aldım ilk defa huzurlu uykuyu tadım.,Positive
yorumlara bakarak almıştım ve çok memnun kaldım. kesinlikle tavsiye ederim. işe yarıyor. başında beklemek yok. artık vazgeçilmezim... hediye almayı düşünüyorum.,Positive
Tanrısal güçleri ve ordusuyla evrendeki gezegenleri fethederek bütün yaşam güçlerini alır .,Notr
"ürün 5 günde ulaştı.. resimdeki ürün ile aynı.  montaj vidaları paket içerisinde. ekim ayında 2. kademede gayet yeterli ısıya ulaşıyor. 3.  kademede duş alamadım cok sıcak oluyor. genel olarak, ürün, fiyatına göre gayet güzel. bende yorumları oluyarak satın aldım.. teşekkürler",Positive
"hızlı kargo, ucuz, güzel, iş gören bir buzdolabı.",Positive
kapıda ödeme seçeneği olsa hemen alırım..çok beğendim...,Positive
ya senin beynin yok amk malı beynin,Negative
İleriki yıllarında siyasete de atılan Fatma Girik bir süre Şişli Belediye Başkanlığı yaptı .,Notr
Bestecinin el yazısından çoğaltma .,Notr
Birleşik Krallık parlamentosu örnek alınarak dizayn edilmiştir .,Notr
İbrahimi dinlere göre farklılık gösterebilir hatta din içinde dahi görüş ayrılıkları vardır .,Notr
Çok kullanışlı ve kaliteli,Positive
Bu takımda annesinin Türk olması nedeniyle yerli statüsünde forma giyeceği açıklandı .,Notr
Şehirde gecelik rezervasyonu olan otobüsler tercih alacaktır .,Notr
" filmin adam gibi yalnızca birkaç sahnesi vardı.onun haricinde film bomboş,gereksiz ve kötü bir filmdi.yalnızca argo ve terbiyesiz ögelerden oluşmuş bir filmdi.izleseniz de izlemeseniz de bir şey değişmez.yoo.değişir değişir.ona harcadığınız zaman boşa gider.siz iyisi mi izlemeyin onu... ",Negative
Biz sadece kabul olma ile ilgili bir şarkı istedik .,Notr
Buna basit bir örnek olarak kaynayan suyu örnek gösterebiliriz .,Notr
Edebiyat merakı lise yıllarında başladı .,Notr
Palandöken Belediyesi Spor Kulübü sporcusudur .,Notr
Anlaşma sonrasında ilginç olaylar bu grubu beklemektedir .,Notr
sıkıntısı olmayan güzel bir ürün...tutacak yerleri cok rahat...,Positive
yaz-kış bıkmadan bunaltmadan kullanılacak bir parfüm. kokusu harika ve bence bugune kadar kullandığım en kalıcı edt. hepsiburada.coma sunduğu fiyat için teşekkürler.,Positive
"İsminin anlamı ""yöneten""dir .",Notr
Özgün adı Lonely Are the Brave dir .,Notr
"i̇lk defa  paten kullanıyorum,  normalde 40 numara  giriyorum  biraz sıktı,  ilk  başta  yandaki  demir  kısımlar  biraz  ayağımı  acıttı  eşimle plastik  kısmı  genişlettim sorun  kalmadı,  daha  önce  patenim olmadığı için kıyaslama yapamıcam  numara  büyük almanızı öneririm ",Positive
Küçük ve parlak bir etkin çekirdeğe sahiptir .,Notr
Boris ve ailesi de vardı .,Notr
"bu ürünü almadan bilgisayardan iphone şarj ediyordum ama  bir süre sonra iphone da sorunlar olmaya başladı, şimdi hiç bir sorun yok.",Positive
 serinin bu sonuncu filmi tek kelimeyle berbattı.garfieldin o ince zekası bu filmde yoktu . ,Negative
gümüş renkli olan lg g5 telefonu aldım. lg türkiye garantili ve hiçbir sorun.güvenle alabilirsiniz.,Positive
kullanışlı.,Positive
abartıya kaçmadan araç içinde güzel ve tok bir ses isteyenler için kaçırılmayacak bir teyp..  mega bass düğmesine gelince akıllıca düşünülmüş.. kullandım ve düşüncelerim olumlu..,Positive
Ordu Ticaret ve Sanayi Odası Meclis Üyeliği görevini sürdürdü .,Notr
"daha önce kendime bir tane almıştım, şimdi de sürekli benim şarjımı kullanmak isteyen bir arkadaşıma hediye olarak aldım. ürün renk ve tasarım olarak gayet güzel, biraz ağır sadece.",Positive
eşime aldım. oldukça sürükleyici olduğunu söyledi.,Positive
Fakir bir ailenin çocuğu olarak Tenerife adasında doğdu .,Notr
cihaz güzel teşekkürler kutulu jelatinli acılmamıs ilk açan siz oluyorsunuz,Positive
Gayet güzel tesis.,Positive
Benzer şekilde bağımsız adaylar da nadiren seçilirler .,Notr
Görünüşe göre eylemsizlik yasası birbirinden bağımsız olarak birkaç doğa filozofu tarafından keşfedilmiştir .,Notr
 bütünlük arz eden bir senaryo yok maalesef.. h.evrensel devrelerinden duyduğu çeşitli anıları bir kaç karaktere sığdrmak istemiş ortaya maalesef iyi bir senaryo çıkmamış..bence nefesteki senaryosu da başarısızdı..film iyi bir senaryo üzerinde inşa edilmeyince de harcanan onca para ve emeğe yazık olmuş bence.. bundan sonra cekilecek askerlik temalı filmler için bence daha tecrübeli ve eğitimli bir senaristle çalışılması daha uygun olur..yoksa böyle sığ filmler ile sadece kötü bir propaganda filmi çekilmiş oluyor.. ,Negative
" Er rayn'a geç kalmıştık bir arkadaşım, &quot;şu film güzel ben izledim&quot; dedi, bizde girdik. Filmin ilk yarısı romantik ve birazda sıkıcıydı, ama ikinci yarısında koptuk, zaman zaman güldürsede bol gözyaşı döktüren bir film. Hâlâda ne zaman televizyonda çıksa duyarsız kalamam, bakarım, izlememiş olduğunu tahmin ettiğim arkadaşları ararım bu sefer kaçırmayın diye.. Sizde izlemediyseniz izleyin mutlaka. ",Positive
aynı fiyata diğer bilindik markanın da ürünü var fakat bu extra bass ile öne çıkıyor.,Positive
Bu aynı zamanda süreci tamamlamak için gereken zaman ve çabayı azaltır .,Notr
"aldım ama memnun kalmadım, tavsiye etmem",Negative
"Bu uydu iç yaramaz
Ayarlaması
Zor dostum
Zor içim
Sıkılıyor",Negative
bu aras kargo kesinlikle geciktiriyor.i̇stanbuldan i̇zmire ürün 10 günde geliyor.aras kargo yu kınıyorum.tüketicilerde bu firmayı tercih etmesinler.,Positive
ürün sonderece kullanışlı ama 17/01/2013 tarihinde aldığım bu ürün hergün kargoda deniliyor ve hergün benden adres güncellemesi istenildiğinden dolayı 25/01/2013 oldu hala adres bilgim istenilmekte ürün çok iyi hepsi̇burada çok kötü....,Positive
Apple tarafından tasarlanmış olan ilk yazı karakteridir .,Notr
Bunun nedenleri aslında çok da somut değil aslında .,Notr
Bolluk ettim .,Notr
"orjinal ürün, hızlı gönderim.",Positive
kör alış yaparak aldım sonuç harika. kalıcılıgıda güzel koku zaten süper kış için vazgeçilmez bir parfüm,Positive
 Teşekkürler Saw filminde emeği geçen herkese... Ne yapıp edip hayatımın filmi yapmışsınız bu filmi... Çok beğenilen ve seri olarak süren filmlere dikkat ettiğimizde her zaman ilk filmin çok yeri olduğunu fark ederiz... Filmin 4. yoldaymış... Ama hak vermeliyiz Testere filmi Tobin bell'in ilk sinema filmi... Daha önce de bir iki filmde ufak roller almıştı... Umarım hayal kırıklığıyla noktayı koymazlar... ,Positive
Sadece tek çocukları oldu .,Notr
"merhaba herkese, ürün gerçekten çok güzel ve mükemmel. ayrıca yurtiçi kargo ile gelmesi ayrı bir avantaj. çok hızlı bir şekilde ürün ulaştı. bundan sonra tercih edeceğim kargo firması da yurtiçi kargo olacaktır.",Positive
bu yorumu ürün için değil hepsi burada için yapacağım,Positive
Başarıları yazar Cicero tarafından övgüyle bahsedilmiştir .,Notr
Bir hafta sonra Baltık kıyısında tuzağa düşerek kuşatıldı .,Notr
Bu arada topluluğu da dağılmıştır .,Notr
" Komedi İyi Seyahat Etmez!! İlginç bir fikir olmasına rağmen ortaya çıkan film gerçekten çok kötü.Bunun nedeni fikrin içi dolduramamış olması bence.Senaryo bomboş,diyaloglar ve espriler fazlasıyla Amerikan tarzı. Filmdeki gönderme yapılan filmleri izlemiş olanlar bu filmi beğenir tarzı yorumlara ise kesinlikle katılmıyorum.Gönderme yaptıkları filmlerin hepsini izlemiş olmama rağmen (Müfreze,Kıyamet,Avcı) gerçekten filmden çıkmamak için kendimi zor tuttum. Sözün özü şu ;Film içi boş senaryosu ve Amerikan Tarzı soğuk esprileriyle bizim buralarda kolay kolay sevilemez! ",Negative
Bu takımda oldukça önemli görevler aldı .,Notr
wi-fi bağlantısında sorun yaşarsanız samsung sitesinden 1.2 gb güncellemesini  bilgisayara indirin. sonra dosyayı açıp içindeki klasörü belleğe yukleyin belleği tv ye takın araçlardan güncellemeye gelin . ara deyin. tv yazılımı kendi buluyor. güncellemeyi onaylayıp. tv ye dns yı girin. işlem tamam bir daha kopmazsiniz. wi-fi az çekiyorsa hepsi burada sitesinden asus accespointi yarı fiyatına alın bir tuşla kurulumu yapılıyor. her yerde ful çeksin. tv mükemmel ben çok memnunum öneririm.,Positive
İsa Eylül ayında bir dizi savaştan sonra tekrar yenildi ve öldürüldü .,Notr
"Bu albümde bir de olan ""Don’t Cry"" isimli Ceza’nın ingilizce versiyonu bulunmaktadır .",Notr
gillette kalitesi güzel bir ürün,Positive
 de niro nun yine ustalığını konuşturduğu bir film seyredin ,Positive
Bir süredir takip ediyordum. Bu fiyata çok iyi..,Positive
harika bir cihaz özelliklerini sıralamama gerek yok biliyorsunuz zaten,Positive
"ürünüm 2019 son kullanma tarihi olması, hızlı kargosu ve iyi ambalajlanmis olması beni fazlasıyla memnun etti teşekkürler.",Positive
" eğer bir dram filmine gidiyorsanız ağlamayı,korku filmine gidiyorsanız gerilmeyi,aksiyon filmine gidiyorsanız heycan duymayı bekelrsiniz.ve doğal olarak bi komedi filmindede doyasıya gülmeyi.peki bu filmde doyasıya güldükmü'ben şahsen anca ikinci yarıda az biraz sayılı bir kaç sahnede gülebildim.salondaki diğer izleyicilerde aynı şekilde.bu filmde gülme öğesini çıkartıp atarsak o zaman film anlamsız kalıyor.ne gülüyosunzu ne ağlıyosunuz ne haycanlanıyorsunuz bom boş anlamsız ekrana bakıyosunzu sadece.görsel analamda çokiyi iyide para harcanmış ve o dönemi çok başarılı yansıtmışlar bir türk filmi olduğunu unutuyor insan bu konuda çok başarılı buldum.ama senaryoda aynı başarıyı yakalayamamışlar.konu olarak çok zayıftı.zafer alagöz iyiki vardın:) ",Negative
Şehrin halıları meşhurdur .,Notr
 çok iyi bir aksiyon.. ,Positive
Çeşitli üreticiler tarafından üretilen birçok mısır gevreği markası var .,Notr
tek kelime mükemmel tavsiye ederim.,Positive
 serinin bana göre en çok güldüren bölümü hele ki şener şenin kampta kendini kızlara beğendirmesi için yaptığı ateş üzerinde yürüme sahnesi akıllara zarar:) ,Positive
Prefektörlüğün merkezi Gifu şehridir .,Notr
Bu coğrafi geziler esnasında en büyük gayreti öğrencilerine bilimsel süreçler hakkında terbiye vermek olmuştur .,Notr
"tavsiye ederim, çok yuksek beklentisi olanlar disinda",Positive
siparişi verirken kaliteye önem veren biri olarak düşük fiyatı nedeniyle kafamda soru işaretleri vardı. ancak ürün elime ulaşınca kalitesi ve dayanıklılığı ile beni şaşırttı. düşünmeden alabilirsiniz. özellikle avuç içini ve el bileğini koruyan parçası iyi düşünülmüş.,Positive
sony xperia z3+ telefonuma taktim. telefonun dahili hafizasi kadar hizli acmiyor fotograflari o sebepten mukemmel diyemeyecegim ama genel olarak memnun edici.,Positive
ürün çok iyi farkını ortaya koymuş.hemen elime ulaştı,Positive
ellerımde egzama oldugu ıcın her deterjanı kullanamıyorum ve mıktarı mumkun oldugunca az tutmaya calısıyorum. kesınlıkle ellerı kurutmuyor ve gercekten kızartma tavalarını bıle zorlamadan temızlıyor.,Positive
O geceden sonra Cem ve Eylül’ün hayatları birbirine karışmaya başlar .,Notr
Bu familyaya ait olan bitkiler bir ya da çok yıllık olabilirler .,Notr
"akvaryum dışına yapıştırdığımız dereceler tamamda onların haricinde garanti için ısıtıcının uzak noktasında bir iç derece olması gerektiğini düşündüğüm için sipariş vermiştim,ürün fiyatına göre oldukça ince şık ve zarif rengide gayet hoş üstelik indirimde",Positive
ben önce kış lastiğini aldım gayet güzeldi. şimdi de yaz lastiğini aldım. i̇nşallah bu da güzel çıkar. tavsiye ediyorum,Positive
ürün çok hoş.egilip bükülmüyor.hızlı ve ücretsiz kargo...birde taksit...daha ne olsun.tesekkurler,Positive
Süleymaniye ekonomisi bugün turizm ve tarıma dayanmaktadır .,Notr
Ukrayna Alman Ordusu işgali altında olduğu için bölgede durum çok karışıktır .,Notr
 harika bir üçleme seriyi okumadan filmleri kurgulamak zor ancak ben eserlerin yeni oyuncularla tekrar filme alınacağını tahmin etmiştim görüyoruz ki eski filmler gösteriliyor ,Negative
Ama tartışmalar hala devam etmektedir .,Notr
polar çorap gibi hiç beğenmedim,Negative
"lastiği 2 yıl önce bayisinden satın aldım.11000km.kullandım.ilk 2-3000 km. sessiz , yol tutuşu iyiydi. fakat  lastik sertleşti ve deforme olmaya başladı. lastik benim için en önemli malzemedir. çok titizlenirim.onun başarısı ile rahatız.fakat diş derinlikleri 4-5 mm kalmasına rağmen bu duruma gelen lastiği  hemen değiştirrim.bu lastiği ve markasını kullanmama kararı aldım. teşekkür edemiyorum goodyear. tavsiye etmiyorum. ",Negative
Murad’ın kızı Safiye Sultan idi .,Notr
İlçenin nüfusu Jefferson şehridir .,Notr
uzun süredir almayı planlıyordum ve bir türlü cesaret edememiştim. almaya karar verdim sonunda ve aldım. herkese tavsiye ederim. çok kullanışlı ve pratik.,Positive
diski açmanız durumda ürün garanti dışı kalacaktır.,Positive
Türkçede pek çok kelime grubu ya da diğer bir deyiş ile sözcük öbeği bulunmaktadır .,Notr
" Basit bir hikaye...Boş filmi doldurmak için sık sık giren ve bi süre sonra aşırı sıkan yavaş çekimler...Daha iyi olabilecek müzik...Teoman'ın ve Yasemin Kozanoğlu'nun zayıf oyunculuğunun karşısında birşey yapamayan,süper oyunculuğundan hiçbirşey gösteremeyen Okan Bayülgen...Anlattığı yeni birşey olmayan bir filmdi bence...Gitmeseydim,niye gittim?Genç türkcellkampanyası ve film seçimini ona bıraktığım Yasemin Kozanoğlu hastası arkadaş yüzünden... ",Negative
Kanal haftalık programlar yayınlamaktadır .,Notr
ürünü daha yeni kullanmaya başladım ve yıkamadan sonra uyguladığınız zaman lastikleri simsiyah yapıyor. ilerleyen günlerde toz toplar mı belli olmaz.,Positive
Teksas eyaletinin diğer eyaletlere nazaran ayrıcalıklı olduğu söylenebilir .,Notr
Sekiz yaşından on dört yaşına kadar drama dersleri aldı .,Notr
Madenlerin çıkarılması genel olarak açık ocak madenciliği ve Madencilik diye ikiye ayrılmıştır .,Notr
işimiz gereği bolca evrak imzalamamız gerekiyor ve bunu mavi renkli kalmelerle yapmamız gerekiyor.bu yüzden bu ürünü tercih ttim.fiyatı ve kalitesiyle alınası bir ürün.,Positive
